group,queryid,geneid,C_RawCounts,T_RawCounts,C_Meantpm,T_Meantpm,regulation,FoldChange,subjectid,subjectdescription,taxon1,taxon2,taxon5,taxon6,subjectid_2,taxon6_2,bitscore_2,bitscore2_2,keywords_2,subjectdescription_2,FoldChange(log),FoldChange(EBSeq),PPDE,identity,evalue,bitscore,bitscore2,querylength,Alignment_vs_Q_SeqLength,ID,subjectlength,Alignment_vs_S_SeqLength,GO,PFAM,Panther,KEGG,KEGGec,KO,KOGAnnotation,taxon3,taxon4,Taxonomy,GO_2,PFAM_2,Panther_2,KEGG_2,KEGGec_2,KO_2,KOGAnnotation_2
PolyA_DEIso,Salix_HiSeq_c397164_g1_i1,Salix_HiSeq_c397164_g1,24,129,4.19,9.37,Treatment,2.23,SapurV1A.0110s0220.1.p,wound-induced protein WIN2,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0110s0220.1.p;SapurV1A.2148s0020.1.p,Salix purpurea;Salix purpurea,368;363,90;88,"[('WIN2', 2), ('wound-induced', 2)]",wound-induced protein WIN2;wound-induced protein WIN2,0.35,2.43,0.97,100,6.00E-129,368,90,766,78.33,0,206,97.09,GO:0008061;GO:0042742;GO:0050832,PF00187;PF00967,PTHR22595:SF1,0,0,0,0,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0008061;GO:0042742;GO:0050832;GO:0008061;GO:0050832,PF00187;PF00967;PF00187;PF00967,PTHR22595:SF1;PTHR22595:SF1,0,0,0,0
PolyA_DEIso,Salix_HiSeq_c531098_g1_i3,Salix_HiSeq_c531098_g1,57,211,3.49,9.31,Treatment,2.67,SapurV1A.0010s0310.1.p,high affinity sulfate transporter,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0010s0310.1.p,Salix purpurea,610,95,"[('high', 1), ('transporter', 1), ('affinity', 1), ('sulfate', 1)]",high affinity sulfate transporter,0.43,2.64,1.00,100,0,610,95,1219,78.01,0,646,49.07,GO:0005215;GO:0006810;GO:0016021;GO:0055085,PF01740;PF00916,PTHR11814:SF46,0,0,0,KOG0236,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0005215;GO:0006810;GO:0016021;GO:0055085,PF01740;PF00916,PTHR11814:SF46,0,0,0,KOG0236
PolyA_DEIso,Salix_HiSeq_c591004_g5_i2,Salix_HiSeq_c591004_g5,0,32,0.28,9.11,Treatment,32.74,SapurV1A.0417s0350.1.p,DUF3774 domain protein,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0417s0350.1.p;SapurV1A.0910s0160.1.p;SapurV1A.0417s0330.1.p;SapurV1A.0910s0130.1.p,Salix purpurea;Salix purpurea;Salix purpurea;Salix purpurea,94;94;88;88,100;100;91;91,"[('DUF3774', 4), ('domain', 4)]",DUF3774 domain protein;DUF3774 domain protein;DUF3774 domain protein,1.52,34.13,1.00,100,8.00E-26,94,100,210,65.71,0,90,51.11,0,PF12609,0,0,0,0,0,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,0,PF12609;PF12609;PF12609,0,0,0,0,0
PolyA_DEIso,Salix_HiSeq_c541555_g1_i2,Salix_HiSeq_c541555_g1,121,243,6.50,8.92,Treatment,1.37,SapurV1A.0176s0040.1.p,DUF863 family protein,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0176s0040.1.p;SapurV1A.0176s0040.2.p;SapurV1A.0176s0040.3.p,Salix purpurea;Salix purpurea;Salix purpurea,572;572;572,83;83;83,"[('DUF863', 3), ('family', 3)]",DUF863 family protein;DUF863 family protein;DUF863 family protein,0.14,1.40,0.98,99.11,0,572,83,1446,69.92,0,1079,31.23,0,PF05904,0,0,0,0,0,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,0,PF05904;PF05904;PF05904,0,0,0,0,0
PolyA_DEIso,Salix_HiSeq_c583952_g2_i1,Salix_HiSeq_c583952_g2,25,137,2.00,8.92,Treatment,4.47,SapurV1A.0378s0100.2.p,cytochrome P450 family-dependent fatty acid hydroxylase,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0378s0100.2.p;SapurV1A.0378s0100.1.p;SapurV1A.0378s0090.1.p;Potri.005G220700.1;tr|B9P4S4|B9P4S4_POPTR;gi|566173002|ref|XP_006383694.1|;gi|743839728|ref|XP_011026019.1|,Salix purpurea;Salix purpurea;Salix purpurea;Populus trichocarpa;Populus trichocarpa;Populus trichocarpa;Populus euphratica,668;655;656;637;637;637;633,97;95;94;89;89;89;88,"[('P450', 7), ('cytochrome', 6), ('family-dependent', 3), ('CYP94A1', 3), ('acid', 3)]","cytochrome P450 family-dependent fatty acid hydroxylase;cytochrome P450 family-dependent fatty acid hydroxylase;similar to cytochrome P450 CYP94A1 - spring vetch. [ORG:Vicia sativa];[ co-ortholog (3of5) of AAG33645, AAL54885, T06525, O81117, T08014, AAD10204, AAC49190, P98188, ];Cytochrome P450 CYP94A1 family protein;cytochrome P450 CYP94A1 family protein [Populus trichocarpa];PREDICTED: cytochrome P450 94A1-like [Populus euphratica]",0.65,5.08,0.99,96.69,0,668,97,1023,97.36,0,506,65.61,GO:0005506;GO:0009055;GO:0016705;GO:0020037,PF00067,PTHR24296,0,0,0,KOG0157,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0005506;GO:0009055;GO:0016705;GO:0020037;GO:0005506;GO:0055114;0,PF00067;PF00067;0,PTHR24296;PTHR24296;0,0;pop:POPTR_0005s24200g,0,0;K13407,KOG0157;KOG0157;0
PolyA_DEIso,Salix_HiSeq_c584037_g1_i1,Salix_HiSeq_c584037_g1,108,288,5.44,8.80,Treatment,1.62,SapurV1A.0651s0140.1.p,"copper ion-binding protein, putative",Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0651s0140.1.p;SapurV1A.0073s0010.1.p,Salix purpurea;Salix purpurea,361;339,57;50,"[('copper', 2), ('putative', 2), ('ion-binding', 2)]","copper ion-binding protein, putative;copper ion-binding protein, putative",0.21,1.63,1.00,99.38,1.00E-119,361,57,1669,58.06,0,323,100.00,0,0,0,0,0,0,0,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,0,0,0,0,0,0,0
PolyA_DEIso,Salix_HiSeq_c599570_g5_i1,Salix_HiSeq_c599570_g5,21,80,3.94,8.75,Treatment,2.22,SapurV1A.0096s0200.1.p,tau class glutathione transferase GSTU50,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0096s0200.1.p,Salix purpurea,282,90,"[('tau', 1), ('glutathione', 1), ('class', 1), ('GSTU50', 1), ('transferase', 1)]",tau class glutathione transferase GSTU50,0.35,2.23,1.00,90.26,3.00E-96,282,90,475,96.63,0,220,70.00,GO:0005515,PF00043;PF02798,PTHR11260:SF16,0,0,0,KOG0406,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0005515,PF00043;PF02798,PTHR11260:SF16,0,0,0,KOG0406
PolyA_DEIso,Salix_HiSeq_c510301_g1_i2,Salix_HiSeq_c510301_g1,5,31,3.08,8.68,Treatment,2.82,SapurV1A.0258s0190.1.p,"transmembrane protein, putative",Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0258s0190.1.p;SapurV1A.3420s0010.1.p,Salix purpurea;Salix purpurea,101;101,100;100,"[('transmembrane', 2), ('putative', 2)]","transmembrane protein, putative;transmembrane protein, putative",0.45,3.54,0.99,100,3.00E-28,101,100,206,69.90,0,117,41.03,0,0,0,0,0,0,0,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,0,0,0,0,0,0,0
PolyA_DEIso,Salix_HiSeq_c569969_g2_i2,Salix_HiSeq_c569969_g2,102,211,5.61,8.62,Treatment,1.54,SapurV1A.0014s0030.1.p,WRKY transcription factor,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0014s0030.1.p,Salix purpurea,337,90,"[('transcription', 1), ('factor', 1), ('WRKY', 1)]",WRKY transcription factor,0.19,1.62,0.96,99.44,8.00E-112,337,90,1363,39.18,0,320,55.63,GO:0003700;GO:0006355;GO:0043565,PF03106,0,0,0,0,0,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0003700;GO:0006355;GO:0043565,PF03106,0,0,0,0,0
PolyA_DEIso,Salix_HiSeq_c582402_g2_i4,Salix_HiSeq_c582402_g2,30,81,4.10,8.56,Treatment,2.09,SapurV1A.1334s0080.1.p,delta-1-pyrroline-5-carboxylate dehydrogenase,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.1334s0080.1.p;Potri.015G064200.2;gi|743907459|ref|XP_011047156.1|;Potri.015G064200.1;SapurV1A.1334s0080.3.p;gi|802652877|ref|XP_012080220.1|;tr|B9R960|B9R960_RICCO;tr|U5FPZ6|U5FPZ6_POPTR;gi|566206461|ref|XP_006374487.1|;gi|802652881|ref|XP_012080221.1|,Salix purpurea;Populus trichocarpa;Populus euphratica;Populus trichocarpa;Salix purpurea;Jatropha curcas;Ricinus;Populus trichocarpa;Populus trichocarpa;Jatropha curcas,165;160;160;157;160;159;158;156;156;158,99;94;94;93;92;92;91;91;91;91,"[('dehydrogenase', 5), ('probable', 3), ('aldehyde', 3), ('PREDICTED:', 3), ('family', 2)]","delta-1-pyrroline-5-carboxylate dehydrogenase;similar to fis1. [ORG:Linum usitatissimum];[ co-ortholog (1of3) of CAA60412, At5g62530, AAT45086, Q40255, ];PREDICTED: probable aldehyde dehydrogenase [Populus euphratica];delta-1-pyrroline-5-carboxylate dehydrogenase;PREDICTED: probable aldehyde dehydrogenase isoform X1 [Jatropha curcas];1-pyrroline-5-carboxylate dehydrogenase, putative;Fis1 family protein;fis1 family protein [Populus trichocarpa];PREDICTED: probable aldehyde dehydrogenase isoform X2 [Jatropha curcas]",0.32,2.22,0.98,98.67,6.00E-48,165,99,474,47.47,0,552,13.59,GO:0008152;GO:0016491;GO:0055114,PF00171,PTHR11699:SF8,0,1.5.1.12,K00294,KOG2450,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0008152;GO:0016491;GO:0055114;GO:0008152;0;GO:0004029;GO:0016620,PF00171;PF00171;0,"PTHR11699:SF8;PTHR11699:SF8;0;DELTA-1-PYRROLINE-5-CARBOXYLATE DEHYDROGENASE 12A1, MITOCHONDRIAL (PTHR11699:SF148)",0;rcu:RCOM_1513940;pop:POPTR_0015s07550g,1.5.1.12;1.5.1.12;0,K00294;K00294;0,KOG2450;KOG2451;0
PolyA_DEIso,Salix_HiSeq_c600153_g7_i2,Salix_HiSeq_c600153_g7,9,54,2.39,8.52,Treatment,3.56,SapurV1A.0012s0720.1.p,"interferon-induced guanylate-binding protein, putative",Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0012s0720.1.p;Potri.004G049400.1;tr|B9H2Q0|B9H2Q0_POPTR;gi|224077052|ref|XP_002305110.1|;gi|743846543|ref|XP_011027765.1|,Salix purpurea;Populus trichocarpa;Populus trichocarpa;Populus trichocarpa;Populus euphratica,196;196;195;195;196,94;94;94;94;94,"[('guanylate-binding', 4), ('family', 3), ('[Populus', 2), ('domain', 1), ('3-like', 1)]","interferon-induced guanylate-binding protein, putative;guanylate-binding family protein;similar to C-terminal domain;[ co-ortholog (1of5) of At5g46070, ];Guanylate-binding family protein;guanylate-binding family protein [Populus trichocarpa];PREDICTED: guanylate-binding protein 3-like [Populus euphratica]",0.55,3.15,1.00,95.33,2.00E-58,196,94,324,99.07,0,1072,9.98,GO:0003924;GO:0005525,PF02841;PF02263,PTHR10751:SF2,0,0,0,KOG1003,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0003924;GO:0005525;GO:0003924;0,PF02841;PF02263;PF02841;0,PTHR10751:SF2;PTHR10751:SF2;0;GUANYLATE-BINDING PROTEIN (PTHR10751:SF2),0;pop:POPTR_0004s04910g,0,0,KOG1003;KOG1003;0
PolyA_DEIso,Salix_HiSeq_c598540_g4_i1,Salix_HiSeq_c598540_g4,31,91,3.94,8.49,Treatment,2.15,SapurV1A.0050s0290.1.p,nacl-inducible Ca2+-binding protein,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0050s0290.1.p,Salix purpurea,165,100,"[('nacl-inducible', 1), ('Ca2+-binding', 1)]",nacl-inducible Ca2+-binding protein,0.33,2.25,0.99,100,2.00E-50,165,100,613,39.64,0,174,46.55,0,PF00036,PTHR10891,0,0,0,KOG0027,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,0,PF00036,PTHR10891,0,0,0,KOG0027
PolyA_DEIso,Salix_HiSeq_c599553_g1_i5,Salix_HiSeq_c599553_g1,25,128,2.56,8.29,Treatment,3.23,SapurV1A.2021s0010.2.p,"NAC transcription factor, putative",Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.2021s0010.2.p;SapurV1A.2021s0010.1.p;SapurV1A.0039s0530.1.p,Salix purpurea;Salix purpurea;Salix purpurea,431;431;428,86;86;85,"[('NAC', 3), ('transcription', 3), ('factor', 2), ('factor,', 1), ('putative', 1)]","NAC transcription factor, putative;transcription factor NAC;transcription factor NAC",0.51,3.31,1.00,98.34,2.00E-152,431,86,877,82.44,0,246,97.56,GO:0003677;GO:0006355,PF02365,0,0,0,0,0,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0003677;GO:0006355;GO:0003677;GO:0006355,PF02365;PF02365;PF02365,0,0,0,0,0
PolyA_DEIso,Salix_HiSeq_c593038_g3_i1,Salix_HiSeq_c593038_g3,65,173,4.69,8.28,Treatment,1.77,SapurV1A.0599s0010.2.p,hypothetical protein,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0599s0010.2.p,Salix purpurea,367,100,"[('hypothetical', 1)]",hypothetical protein,0.25,1.69,0.99,100,5.00E-127,367,100,1086,48.62,0,176,100.00,0,0,0,0,0,0,0,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,0,0,0,0,0,0,0
PolyA_DEIso,Salix_HiSeq_c588539_g2_i1,Salix_HiSeq_c588539_g2,83,215,4.65,8.28,Treatment,1.78,SapurV1A.0110s0300.1.p,targeting protein for Xklp2 protein,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0110s0300.1.p;SapurV1A.0110s0300.2.p;SapurV1A.0110s0300.3.p,Salix purpurea;Salix purpurea;Salix purpurea,615;615;615,96;96;96,"[('Xklp2', 3), ('targeting', 3), ('for', 3)]",targeting protein for Xklp2 protein;targeting protein for Xklp2 protein;targeting protein for Xklp2 protein,0.25,1.87,0.96,100,0,615,96,1335,70.56,0,314,100.00,0,PF06886,0,0,0,0,0,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,0,PF06886;PF06886;PF06886,0,0,0,0,0
PolyA_DEIso,Salix_HiSeq_c587143_g1_i3,Salix_HiSeq_c587143_g1,15,99,2.18,8.27,Treatment,3.79,SapurV1A.0080s0290.2.p,DUF506 family protein,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0080s0290.2.p;SapurV1A.0080s0290.3.p;SapurV1A.0080s0290.4.p;SapurV1A.0080s0290.5.p;SapurV1A.0080s0290.6.p;SapurV1A.0080s0290.7.p;SapurV1A.0080s0290.1.p;SapurV1A.0080s0280.1.p;SapurV1A.0080s0280.2.p,Salix purpurea;Salix purpurea;Salix purpurea;Salix purpurea;Salix purpurea;Salix purpurea;Salix purpurea;Salix purpurea;Salix purpurea,349;349;349;349;349;349;345;347;345,98;98;98;98;98;98;97;96;96,"[('DUF506', 9), ('family', 9)]",DUF506 family protein;DUF506 family protein;DUF506 family protein,0.58,3.65,1.00,98.27,3.00E-122,349,98,591,87.82,0,204,84.80,0,PF04720,0,0,0,0,0,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,0,PF04720;PF04720;PF04720,0,0,0,0,0
PolyA_DEIso,Salix_HiSeq_c573453_g1_i2,Salix_HiSeq_c573453_g1,8,59,1.29,8.19,Treatment,6.32,SapurV1A.0191s0220.1.p,pollen coat-like protein,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0191s0220.1.p,Salix purpurea,89,71,"[('pollen', 1), ('coat-like', 1)]",pollen coat-like protein,0.80,11.49,0.98,98.48,1.00E-22,89,71,484,40.91,0,68,97.06,0,0,0,0,0,0,0,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,0,0,0,0,0,0,0
PolyA_DEIso,Salix_HiSeq_c593927_g5_i3,Salix_HiSeq_c593927_g5,20,115,2.85,8.16,Treatment,2.86,SapurV1A.0011s0790.1.p,Serine/Threonine kinase domain protein,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0011s0790.1.p;SapurV1A.0011s0790.2.p;SapurV1A.0011s0790.3.p;SapurV1A.0011s0790.4.p;SapurV1A.0011s0750.1.p;tr|B9RAS6|B9RAS6_RICCO;gi|255540473|ref|XP_002511301.1|;Potri.015G085700.1;gi|702256478|ref|XP_010027174.1|;tr|B9IF06|B9IF06_POPTR,Salix purpurea;Salix purpurea;Salix purpurea;Salix purpurea;Salix purpurea;Ricinus;Ricinus communis;Populus trichocarpa;Eucalyptus grandis;Populus trichocarpa,352;353;353;353;355;337;337;335;333;335,99;99;99;99;99;91;91;90;90;90,"[('kinase', 6), ('domain', 5), ('Serine/Threonine', 5), ('putative', 2), ('PREDICTED:', 1)]","Serine/Threonine kinase domain protein;Serine/Threonine kinase domain protein;Afc, putative;afc, putative [Ricinus communis];NoDescription;PREDICTED: serine/threonine-protein kinase AFC2 isoform X2 [Eucalyptus grandis];Uncharacterized protein",0.46,2.73,0.99,99.42,2.00E-120,352,99,589,87.10,0,429,39.86,GO:0004672;GO:0005524;GO:0006468,PF00069,PTHR24058:SF30,0,2.7.12.1,K08287,KOG0671,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0004672;GO:0005524;GO:0006468;GO:0004672;GO:0004712;0;GO:0004672,PF00069;PF00069;0;PF00069,PTHR24058:SF30;PTHR24058:SF30;PTHR24863:SF30;0,0;rcu:RCOM_1508280;pop:POPTR_0015s09730g,2.7.12.1;0;2.7.12.1,K08287;0;K08287;K08287,KOG0671;KOG0671;0
PolyA_DEIso,Salix_HiSeq_c518165_g2_i1,Salix_HiSeq_c518165_g2,21,70,4.91,8.16,Treatment,1.66,SapurV1A.0035s0800.1.p,ubiquitin-conjugating enzyme E2,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0035s0800.1.p;SapurV1A.0237s0020.1.p;SapurV1A.2596s0010.1.p;Potri.003G136200.1;Potri.003G136200.2;Potri.001G094900.1;tr|A9PEM1|A9PEM1_POPTR;tr|A9PGM5|A9PGM5_POPTR;tr|B7FMI7|B7FMI7_MEDTR;tr|D2D3G0|D2D3G0_VIGRA,Salix purpurea;Salix purpurea;Salix purpurea;Populus trichocarpa;Populus trichocarpa;Populus trichocarpa;Populus trichocarpa;Populus trichocarpa;Medicago;Vigna,147;147;147;147;147;147;147;147;147;147,100;100;100;100;100;100;100;100;100;100,"[('enzyme', 6), ('conjugating-like', 5), ('co-ortholog', 3), ('[ORG:Malus', 3), ('AAU14827,', 3)]","ubiquitin-conjugating enzyme E2;ubiquitin-conjugating enzyme E2;similar to ubiquitin conjugating-like enzyme. [ORG:Malus x domestica];[ co-ortholog (1of12) of AAV34697, AAU14828, AAM08932, AAN03469, AAA64427, AAU14827, ];[ co-ortholog (10of12) of AAV34697, AAU14828, AAM08932, AAN03469, AAA64427, AAU14827, ];Ubiquitin conjugating-like enzyme family protein;Ubiquitin carrier protein;Ubiquitin-conjugating enzyme E2",0.22,1.63,0.98,100,1.00E-44,147,100,447,47.65,0,149,47.65,GO:0016881,PF00179,PTHR24068,0,6.3.2.19,K06689,KOG0417,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0016881;GO:0016881;GO:0005515;GO:0005524;GO:0016874;GO:0016874,PF00179;PF00179;PF00179,PTHR24068;PTHR24068;0,0;pop:POPTR_0001s10290g;pop:POPTR_0003s13600g;mtr:MTR_7g116940,6.3.2.19;6.3.2.19;0,K06689;K06689,KOG0417;KOG0417;0
PolyA_DEIso,Salix_HiSeq_c599752_g1_i2,Salix_HiSeq_c599752_g1,8,56,1.40,8.15,Treatment,5.82,SapurV1A.5347s0010.1.p,"glutathione S-transferase, putative",Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.5347s0010.1.p,Salix purpurea,143,100,"[('S-transferase,', 1), ('glutathione', 1), ('putative', 1)]","glutathione S-transferase, putative",0.77,5.14,0.99,100,3.00E-42,143,100,409,50.61,0,226,30.53,GO:0005515,PF02798;PF00043,PTHR11260:SF16,0,0,0,KOG0406,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0005515,PF02798;PF00043,PTHR11260:SF16,0,0,0,KOG0406
PolyA_DEIso,Salix_HiSeq_c586315_g2_i2,Salix_HiSeq_c586315_g2,60,192,3.98,8.13,Treatment,2.04,SapurV1A.0506s0070.1.p,F-box protein,Eukaryota,Viridiplantae,Salix,Salix purpurea,SapurV1A.0506s0070.1.p,Salix purpurea,690,100,"[('F-box', 1)]",F-box protein,0.31,2.04,0.99,99.7,0,690,100,1236,82.04,0,338,100.00,GO:0005515,PF01344;PF00646,PTHR24412:SF247,0,0,0,0,Streptophyta,Saliceae,Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliophyta;Mesangiospermae;Eudicotyledons;Gunneridae;Pentapetalae;rosids;fabi ds;Malpighiales;Salicaceae;Saliceae;Salix;Salix purpurea,GO:0005515,PF01344;PF00646,PTHR24412:SF247,0,0,0,0
